Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage
YDR143C	F58A	-0.579202068542106	0.771510946247816	-0.75073733089467	23	0.460423076883441	0.686980463921324	NA	0.958333333333333	0.482142857142857
YDR171W	F58A	-0.207091187532729	1.19890573211063	-0.172733503549234	28	0.864103473535184	0.912648612497834	NA	0.896825396825397	0.531746031746032
YDR182W	F58A	1.26595810241293	1.92609108393921	0.657268035229056	30	0.516019959307536	0.734937517801642	NA	0.877551020408163	0.285714285714286
YDR190C	F58A	0.265812515213879	0.432152192622171	0.615090053346733	36	0.54236412382985	0.739055131498502	NA	0.553935860058309	0.451895043731778
YER023W	F58A	-0.729365389968062	0.768922876530159	-0.948554675937588	36	0.34917165190602	0.628431863787259	NA	0.680672268907563	0.563025210084034
YFL037W	F58A	-0.681910677698508	0.565019396809699	-1.20688012048581	36	0.235349027615416	0.460891845746857	NA	0.54421768707483	0.448979591836735
YGL097W	F58A	1.0056945977018	1.10992433769968	0.906092932231855	36	0.370911545274144	0.645660838069806	NA	0.573770491803279	0.377049180327869
YGL164C	F58A	0.328524072788131	0.555742648201387	0.591144253282288	35	0.558222492940358	0.739055131498502	NA	0.415966386554622	0.38655462184874
YGL171W	F58A	-2.49225909240864	1.40129358925997	-1.7785417071128	32	0.084817924178338	0.234496613904817	NA	0.803571428571429	0.339285714285714
YGL201C	F58A	-0.137349118378254	0.751715510595075	-0.182714226914814	11	0.85834620731671	0.912648612497834	NA	0.976190476190476	0.226190476190476
YGL234W	F58A	-1.52136693964975	0.595838502694007	-2.5533209632662	36	0.0150513048690057	0.0673725075088829	NA	0.616204690831556	0.5863539445629
YGR155W	F58A	-0.58505318768333	0.677403610150354	-0.863670017278877	36	0.393487190656531	0.649957862680618	NA	0.763265306122449	0.73469387755102
YGR163W	F58A	0.160108405254208	0.862196096487272	0.185698364799511	15	0.855169127446146	0.912648612497834	NA	0.910714285714286	0.285714285714286
YGR192C	F58A	-1.70467386166265	0.67813933367208	-2.51375163925671	36	0.0165584995568371	0.0707499526519403	NA	0.490476190476191	0.357142857142857
YGR204W	F58A	-0.161222769396168	1.17438274039689	-0.137282986074609	23	0.892001826987918	0.931646352631825	NA	0.948571428571429	0.497142857142857
YGR253C	F58A	-1.44700854160372	0.823303579675418	-1.75756376788037	14	0.100656336263279	0.264387964633083	NA	0.875	0.25
YGR254W	F58A	1.09174996343419	0.819067203303388	1.33291866531958	33	0.191688528166046	0.403843196745091	NA	0.857142857142857	0.714285714285714
YHL020C	F58A	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.952380952380952	0.19047619047619
YHR122W	F58A	-0.281810889553444	1.05038963212746	-0.268291766154112	20	0.791222513811028	0.912648612497834	NA	0.857142857142857	0.571428571428571
YHR179W	F58A	-1.79609473698889	0.888390848291159	-2.02173935092164	36	0.0506845196624917	0.148885776508569	NA	0.645320197044335	0.541871921182266
YIL003W	F58A	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YIL110W	F58A	0.502302853290223	0.996446655741443	0.504094073070541	11	0.6241387859699	0.803685560016035	NA	0.956043956043956	0.252747252747253
YJL123C	F58A	-0.839278203502126	0.501136223722744	-1.6747506242264	36	0.102650259016813	0.264387964633083	NA	0.729323308270677	0.62406015037594
YJL165C	F58A	-0.237615706554576	0.883644373035928	-0.268904226412037	10	0.793469785937276	0.912648612497834	NA	0.964285714285714	0.178571428571429
YJL176C	F58A	-0.479666730999252	0.785201317661737	-0.610883757082399	27	0.546385322997698	0.739055131498502	NA	0.816326530612245	0.530612244897959
YJL196C	F58A	-0.832853667568544	1.38658925499943	-0.600649157323007	30	0.552584897857834	0.739055131498502	NA	0.666666666666667	0.238095238095238
YJR072C	F58A	-1.58864135951936	0.436661133756376	-3.63815608193264	36	0.000853752204051705	0.00617328516775848	NA	0.75	0.65
YJR074W	F58A	0.92778728177976	0.415842344157584	2.2311034333439	36	0.031993733886166	0.107583483403697	NA	0.414285714285714	0.364285714285714
YKL029C	F58A	-1.00482467361966	0.630428530574522	-1.59387563361694	14	0.133284017420914	0.317158873732022	NA	0.937888198757764	0.360248447204969
YKL033W	F58A	0.159573179170761	0.686646623610686	0.232394908361533	18	0.818853121786384	0.912648612497834	NA	0.920634920634921	0.555555555555556
YKL035W	F58A	-0.483310511238033	0.718809369419192	-0.672376476712532	35	0.50575896750313	0.73140527608145	NA	0.817460317460317	0.706349206349206
YKL104C	F58A	-2.16161473731397	0.645841632711368	-3.34697335667118	36	0.00192286830580612	0.011296851296611	NA	0.771428571428571	0.680519480519481
YKL106W	F58A	1.68070892112259	0.994774770072888	1.68953714115553	24	0.104067603100256	0.264387964633083	NA	0.96952380952381	0.510476190476191
YKR025W	F58A	0.223636627093234	0.892527347039382	0.250565574080238	32	0.80375184045782	0.912648612497834	NA	0.75187969924812	0.541353383458647
YKR026C	F58A	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.946428571428571	0.214285714285714
YLL021W	F58A	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.946428571428571	0.125
YLL034C	F58A	-2.60177254212744	0.583529293200289	-4.45868368982535	36	7.74967239420832e-05	0.0012141153417593	NA	0.82903981264637	0.583138173302108
YLL040C	F58A	-2.43020124496764	0.385960970375637	-6.2964948051676	35	3.14749248442325e-07	9.86214311785953e-06	NA	0.819241982507289	0.65597667638484
YLR032W	F58A	-Inf	NA	NA	NA	NA	0	oneConditionMissing	0.982142857142857	0.107142857142857
YLR048W	F58A	-2.63861193889602	0.72219956896321	-3.65357728291643	30	0.000979732992738125	0.00657820723695598	NA	0	0
YLR060W	F58A	-3.00388660484323	0.764662007243966	-3.92838479797105	29	0.000485775098227448	0.00456628592333801	NA	0.791666666666667	0.446428571428571
YLR071C	F58A	-0.301613390138336	0.569638779591102	-0.529481841729314	17	0.603317765362638	0.787664860334556	NA	0.923809523809524	0.380952380952381
YLR104W	F58A	-1.45126555345344	0.92467987461087	-1.56947890107825	17	0.13496122286469	0.317158873732022	NA	0.857142857142857	0.163265306122449
YLR106C	F58A	-3.2129333774875	0.378732858327248	-8.48337636105324	36	4.14437817397584e-10	3.89571548353729e-08	NA	0.792705167173252	0.690577507598784
YLR196W	F58A	-1.0919267687711	0.801117879644025	-1.36300386811525	28	0.183742770013188	0.403843196745091	NA	0.857142857142857	0.392857142857143
YLR243W	F58A	-2.68886353986694	0.514672486720837	-5.22441671012696	36	7.55564268661857e-06	0.000142046082508429	NA	0.698412698412698	0.698412698412698
YLR249W	F58A	-2.86362882313526	0.401128342980496	-7.13893414226902	36	2.15955284765812e-08	1.01498983839932e-06	NA	0.619492656875834	0.535380507343124
YLR259C	F58A	-1.55665384977081	0.588236721847406	-2.6463051216558	36	0.0119920631011445	0.0563626965753793	NA	0.714285714285714	0.696741854636591
